tweet,sentiment,
"Vaksin Aman dan Halal   Indonesia Wajib Bebas Covid. Kita Vaksin, Kita #DukungSehatkanBangsa  https://t.co/6xRNWXhCJ8",pos,
Vaksin Covid-19 Satu Dosis Johnson Johnson Aman dalam Uji Coba Awal  https://t.co/F2VhraSvx5  https://t.co/y3oUmiAHEH,pos,
"Polri ajak masyarakat untuk vaksinasi demi memulihkan Indonesia dari pandemi. . Selain disiplin protokol kesehatan, vaksin Covid-19 adalah salah satu upaya dan harapan Indonesia agar terbebas dari Covid-19. #DukungSehatkanBangsa @polisi_jatim #ProtokolKesehatan @DivHumas_Polri  https://t.co/T8nD0lCB99",pos,
"#repost #humaspoldajatim @humaspoldajatim Berjuang bersama, Ikhtiar bersama. Indonesia Wajib Bebas Covid Kami Siap di Vaksin Ayo #sukseskanvaksinasi  #JawaTimurBangkit @polisi_jatim  https://t.co/HRU5lEzTQn  https://t.co/LTCV9UTRat",pos,
@mouldie_sep Pemberian vaksin kan 2 kali selang 14 hari. Kalo diantara itu kena covid ya sia. ,neg,
Ketum PB IDI termasuk penerima vaksin COVID-19 pertama bersamaan dengan Presiden RI Joko Widodo #ImplementasiPemulihanRI  https://t.co/7ehiBWkMTe,netral,
Bahaya Minum Alkohol Sebelum dan Setelah Vaksin Covid-19  https://t.co/tEjp8aK4LZ,netral,
"@Alghofiqi_ Kemaren baca di tweet siapa gitu, 5 macem vaksin yg disebut itu bukan vaksin dari Covid-19 tok",netral,
"@sherinasinna Acara talk show dia beserta istri aja sering ga pake face sheild dan deket²an, jdi ga kaget ah kalau dia kesannya menyepelekan Covid-19. Sangat disayangkan pas tau dia dipilih jatah awal² vaksin dan sebagai perwakilan anak muda.  Maksudnya, anak muda yg ngeyelan?",neg,
7 Fakta Vaksin Covid-19 Sinovac yang Dipakai di Indonesia  https://t.co/5nvsVWortR,netral,
"Hallo Selamat PagiKegiatan pemerintah Vasinasi Covid 19 telah resmi dilaksanakan,  hal ini ditandai dengan pemberian suntikan dosis vaksin pertama kepada Presiden RI Joko Widodo. Di beranda depan Istana Merdeka, Jakarta #ImplementasiPemulihanRI  https://t.co/Xc9QDetEe8",netral,
Pak Jokowi menegaskan bahwa vaksinasi COVID-19 adalah upaya yang sangat penting untuk keluar dari pandemi COVID-19 dengan vaksin tersebut bisa menekan angka penyebaran virus #ImplementasiPemulihanRI  https://t.co/9Bh8ryJ24l,pos,
Fun Fact : Terdapat empat tahapan yang dilalui oleh Presiden saat menerima suntikan vaksin COVID-19 #ImplementasiPemulihanRI  https://t.co/mMbvHU0CTw,netral,
Mestinya @KPK_RI curiga terhadap pemaksaan Bisnis VAKSIN COVID ini jgn² ada muatan bisnis terselubung dibalik semua ini. Kenapa rakyat yg keberatan di Vaksin tetap dipaksa dan diancam dg Hukuman. Bongkar semua lapisan yg terlibat dlm Bisnis Bangsat ini. Jangan Korbankan Rakyat,neg,
"@zarazettirazr Ketika utk alasan pariwisata dan ekonomi, boleh melonggarkan prokes cegah covid..  Ketika vaksin, rakyat sama sekali tidak diberi pilihan..  Jiwa pancasilanya lepas kemana ya..?",neg,
Kalau kemarin raffi habis di vaksin terus kena covid berarti kemarin cuman imunisasi,neg,
Kesan Presiden Joko Widodo setelah mendapat vaksin Covid-19. Beliau mengatakan Syukur Alhamdulillah pagi tadi telah terlaksana dan vaksinasi berjalan dengan baik. Vaksin CoronaVac produksi Sinovac yang disuntikkan kepada Presiden dan penerima... #VaksinasiDimulai #JokowiDiVaksin  https://t.co/tEcz3CDdVY,pos,
"@iderakat Gimana ya..kalau nggak ada vaksin lumayan lho...blt 300 rb umkm 2,400 . Anak dapat kuota internet, masih ada lagi sembako.. tapi kalau yg nggak mau vaksin sebenarnya nggak masalah....tapi covid 19 akan seperti penyakit biasa nggak ada vasilitas , bayar sendiri paling banter mgandalkan bpjs",netral,
"@thalibdluffy gimana perasaannya kemarin???  Prof Abdul Muthalib, Dokter yang Suntikkan Vaksin Covid-19 ke Presiden Jokowi   https://t.co/rSKSHb1o8a",netral,
"untuk keselamatan rakyat Pemerintah berikan Vaksin Covid-19 GRATIS.  Klo ada yg bilang pemerintah Jualan Vaksin cuma Tukang Hoax‼  Jokowi: Vaksin Corona Gratis, Jangan Ada yang Bilang Bayar  https://t.co/0TLGMX8NBd",neg,
"Namanya vaksin bukan berarti kebal, dan nga akan kena covid.   Vaksin itu untuk: jika kena covid, potensi sembuh semakin besar karena imun tubuh semakin kuat.   ada-ada saja netijen sok tau dan opini jelek ini:",neg,
Nama Gibran Rakabuming Dipastikan Tak Masuk Daftar Penerima Vaksin Covid-19 Tahap Pertama    https://t.co/erdnCb5cK6,netral,
Renungkan.!! Tips biar aman dari gejala covid tanpa suntik vaksin  https://t.co/AubYLFTk4j,netral,
"Presiden Jokowi mendapatkan suntikan perdana vaksin Covid-19 produksi Sinovac di Istana Merdeka, Jakarta, Rabu kemarin.  https://t.co/DX7vA5rSJy",netral,
"Ribka Tjiptaning mengibaratkan vaksin Covid-19 buatan Sinovac sebagai barang rongsokan dari negara asalnya, China.  Ada apa ini ???    https://t.co/pKFdpqVNTV",neg,
HNW Kritik Keras Israel yang Tak Berikan Vaksin Covid-19 untuk Warga Palestina  https://t.co/Awtr54OF2o lewat @suaraislamID,neg,
@detikcom Vaksin hanya untuk yg terjangkit covid.dan jangan di paksa,neg,
"Hari Ini 21 Tokoh dan Pejabat Publik Disuntik Vaksin Covid-19, Wagub Mangaku Tidak Persiapan Khusus  https://t.co/NkvGeDZRgL  https://t.co/DENvbA8MeR",netral,
Kok ada ya yg bilang klo vaksin covid itu suntik mati Heran siapa yg doktrin ini sampe begitunya ,neg,
Tolak Disuntik Vaksin Covid-19? Siap-Siap Masuk Penjara dan Denda Rp100 Juta  -  https://t.co/SZ96kx9KAM  https://t.co/rSMZaBYsks,neg,
Kelakukan RA sebenernya mirror kepengenan kebanyakan follower dia kali yak. Vaksin = no 3M dan wild party alias dah bebas sebebasnya. G mikir apa yha kalo dia msh kena covid abis vaksin bakalan ngaruh ke org pada mau divaksin. Vaksinya bukannya 2x? Apa sinovac cmn sekali?,neg,
gue boleh ikut vaksin ga sih? mantan covid w,netral,
Pemgamanan dan pengawalan vaksin COVID-19  https://t.co/tP0E0QsVyP,netral,
"Memangnya Pandemi Covid-19 bisa dianggap selesai ? Ketika dikatakan Virus Bermutasi, ketika dikatakan Vaksin efektif untuk satu Varian Virus...  Kapan kelarnya ?  sementara media Secara CABUL terus memberitakan kematian yg kurang dari 5% itu setiap hari menumbuhkan Paranoid",neg,
"@ismailfahmi Klo sdh di vaksin, tetep hrs 3M kan mas? Klo sdh divaksin trus kongkow gt gak pake masker, bs beresiko kena covid gak? Klo ternyata mrk kena, kira2 bakalan backfire gak buat sosialisasi vaksin? Rakyat bakal mikir vaksin gak ngaruh thd imunitas tubuh.",neg,
"@PerahuBambu @dr_tjiptaning sbgi dokter, setidaknya punya hati nurani saat ini jutaan orang Indonesia menangis kebingungan Krn covid dan keluarga sy jg sdh jadi korban. Dg vaksin memberi nafas baru supaya kami bisa hidup dan kerja tanpa ketakutan.",pos,
Covid itu gak ada --&gt; vaksin datang minta gratis juga hahahah,neg,
"@geloraco Yg benar, anda Ketua MUI Sumbar, jgn provokasi masyarakatutk tidak di vaksin..Biarlah anda saja yg tidak punya antibodi utk cegah Covid...",neg,
"Roy Suryo Siap Disuntik Vaksin Covid-19, Tapi Ogah Diberi Sinovac   https://t.co/4MlfvK6qNO",neg,
Risa Saraswati Tak Sabar Disuntik Vaksin Covid-19  https://t.co/Szv11oKKtd,netral,
"@firdzaradiany @umanpanji Bukan gt. Dia hanya manusia percobaan. Kan abis diksh vaksin ada baiknya di lgsng di tes. Trial and error, barangkali kena covid-19 berarti vaksinnya gacocok.",netral,
Mengapa Vaksin Covid-19 Penting saat Pandemi? Ini Jawabannya #Lifestyle #BukanBeritaBiasa   https://t.co/foz1ujmGi2,netral,
"Gara "" muluut si Ribka diyoutube ada tulisan Negara dlm bahaya 12 org lumpuh total gara"" vaksin. Bgmn PDI P MENYIKAPI omongan anggotanya yg nyinyir ini  masa tdk ada teguran atas ucapan nyinyir ini, Banyak warga yg takut divaksin.!  Ayo Sukseskan VAKSINASI COVID 19 AMAN  HALAL.",neg,
Hasto Kristiyanto mengatakan PDI Perjuangan dalam upaya mengatasi pandemi Covid-19 sejak awal memberikan dukungan atas program pemberian vaksin pemerintahan Jokowi-KH Ma’ruf Amin.    https://t.co/Im3702Ga6c  #PDIPerjuangan  #PDIPerjuanganJabar #PDIPerjuanganKabBandung,pos,
Bismillah .... Untuk Hari Ini Dan Seterusnya   Vaksin Covid 19  NAKES KUAT ,pos,
Halo @KemenkesRI saya sebagai masyarakat awam mau bertanya 1 apakah vaksin anti covid 19 ada jangka waktunya contohnya seperti vaksin meningitis yg jangka waktunya 2-3 tahun 2 Adakah no pengaduan khusus jk setelah di vaksin ada kejadian yg tdk diinginkan/efek samping yg berat,netral,
"Kasihan Pak Jokowi. Untuk menyatukan pendapat rakyat soal vaksin saja pun, anak buahnya kesulitan. Sampai harus diterjemahkan pakai ancaman denda dan penjara. Padahal vaksin covid-19 ini produk ilmu pengetahuan. Masak sih, Jokowi suka memenjarakan rakyat?",neg,
@MrsRachelIn Serba salah memang para kadrun untuk memilih vaksin saat ini... Vaksin covid 19 adalah produk Aseng dan Asing.,neg,
"@ernestprakasa emg doi sblm di vaksin udh mider kmn mn, skrng yg jdi permasalahan knpa stlh vaksin malah jdi rame, klo dia mau kena covid udh dri kmrn kmrn apalagi rumahnya ga prnh sepi orang tamu teross..",neg,
"#AaGym #Vaksin #Covid19 |  Aa Gym mengatakan itu dalam sebuah diskusi dengan Tim Satgas Penanganan Virus Covid-19, beberapa watu lalu.  https://t.co/UTu5tbtWh4",netral,
"Mungkin ga ya abis di vaksin terus mereka pede lepas masker, berkerumun dan lainnya terus tiba tiba ada yg kena covid....",netral,
"@KompasTV Jangan paksa masyarakat  untuk di Vaksin apalagi diancam sanksi pidana atau denda bagi yg tidak mau ,kecuali daerah tersebut pandemi atau wabah ,hitung prosentase  kematian akibat Covid dg Penyakit lain  = 1: 50 , udah gak jamanya maksa @jokowi beri kesadaran pada mereka",neg,
"NETRAL, Indonesia Pesan 2 Jenis Vaksin Covid-19, Sinovac Buatan China dan Pfizer-BioNtech Buatan AS    https://t.co/CepnQ2Jkge",netral,
"Diplomasi Indonesia perjuangkan kepentingan nasional akan vaksin bagi rakyat, dan berkontribusi aktif bagi tercapainya kesetaraan akses terhadap vaksin Covid-19 bagi seluruh negara berkembang di dunia.   No one is safe until everyone is.  #IniDiplomasi  #SukseskanVaksinasi",pos,
"Menkes, Budi Gunadi Sadikin, mengajak seluruh masyarakat untuk mendukung jalannya program vaksinasi Covid-19 yang di mulai, Rabu 13 Januari 2021. Menkes juga menjadi salah satu penerima vaksin perdana bersama Presiden Joko Widodo #VaksolinasiDimulai #JokowiDiVaksin  https://t.co/D1TB5uMsva",netral,
Covid tidak akan hilang hanya karena bacot mu.. Itu lah tugas vaksin..,neg,
Salah satu contoh disinformasi terkait vaksin covid-19 adalah postingan video tentang korban suntik vaksin covid-19 di Pamekasan dilarikan ke rumah sakit   https://t.co/r01TGxUtmA,neg,
Vaksin COVID-19 telah mendapatkan ijin penggunaan darurat (EUA) dari BPOM dan fatwa halal dari MUI.  https://t.co/VrtzGi52qw,pos,
"@irvan_ALSDDL @DickyDifie Nakes dan Faskes itu korban kebijakan pemerintah yg nanggung utk nanggulangin covid. Dari awal udah diarahin bakal ke vaksin, tp kayak gak dipikirkan risiko apa yg bakal terjadi di tengah prosesnya. Parahnya klaim kalau pandemi terkendali.",neg,
Alumni UI Siap Vaksin COVID-19  https://t.co/QewV1w2E5d,pos,
"Rame2 politisasi Vaksin... Jangan tunggu anda2 terpapar Covid baru teriak2 obatnya apa? VAKSIN untuk imun tubuh dlm pencegahan penularan virus corona meski penularan tetap berlangsung di sepanjang masa, btw... lebih baik mencegah dp mengobati...",neg,
"@ProfesorZubairi @ismailfahmi Permenkes membuka peluang 6 merk vaksin covid, hal ini sangat baik sehingga rakyat punya pilihan dan tidak dipaksakan ke salah satu vaksin saja.",pos,
Ini Pesan Presiden Joko Widodo Pasca Terima Dosis Pertama Vaksin Covid-19  https://t.co/0g8i7DQHNx  https://t.co/DdEkG5x1NH,netral,
"Grab berharap pemerintah dapat memberi akses awal vaksin Covid-19 bagi mitra pengemudi, mitra merchant, serta agen GrabKios.  https://t.co/RmONguh8DF #TempoBisnis",netral,
"@h3ndart0 Benar, maksud saya disini spesifik untuk konteks vaksin covid yang sudah diloloskan BPOM",netral,
AKHIRNYA Terungkap Kenapa Pemerintah Pilih SINOVAC Buatan China untuk Vaksin Covid-19    https://t.co/F8W2kOdZgn,netral,
"Vaksin Covid itu emang ujian egoisme sih ya. Kamu vaksin dua tahap, yakin kebal virus, tapi kalo kelakuan tetep party-party ngumpul-ngumpul ga masker ga cuci tangan ga jaga jarak, ya buat diri sendiri aman, buat orang lain superspreader banget...",neg,
YA ATAU TIDAK RAGU UNTUK DI VAKSIN COVID 19??? #vaksincovid19  #COVID19indonesia #COVID19,netral,
"Jangan hanya fokus untuk program Vaksin Covid 19, TAPI bgmn nasib perekonomian rakyat kecil yg sedang kehausan lapar, kapan ini berakhir derita rakyat. Saya memperhatikan sedikitpun tidak ada suara rakyat ku sejahtera damai tahun ini dari seorang PEMIMPIN",neg,
Selamat pagi sahabat. Mulai hari ini vaksinasi Covid 19 diberikaan unt bangsa kita. Jangan mengandalkan kemampuan manusia.Hanya Tuhan yang dpt menyelamatkan kita. Berdoalah saat kita sebelum menerima vaksin itu Tuhan mencintai dan melindungi kita  https://t.co/SYZBBLaWAH,pos,
"Buka TL isinya vaksin konspirasi apalah gamau divaksin lah. Dikira udah setahun gak ngapa2in kayak gini tuh bercanda apa gmn. Vaksin gamau, kena covid gamau. Hehe pusing bgt warga. Ini mah pak Jokowi sering ngomong hadeh kali ya di istana saban hari liat berita kelakuan warganya",neg,
"@aMrazing Ya gua mah walaupun raffi kena covid ya gpp dan gk menghambat hidup gua juga.. lagian dia gk kenal gua dan bukan siapa2nya gua kok. Ya kalau memang harus di vaksin ya ayo, kan niatan itu muncul dari hati masing2",neg,
"@Dennysiregar7 Lha wong tatanan agama (syariat) dipake buat nekan orang lain gitu kok ngomong bela agama. Belum dilaksanakan sudah suudzon kalo vaksin covid itu berbahaya. Padahal suudzon itu dilarang dlm agama. Udah jelas ngelanggar tatanan agama, Gitu lho masih ngomong bela agama. #Mbelgendes",neg,
19 Kondisi Orang yang Tidak Bisa Suntik Vaksin Covid-19  https://t.co/frLh8Fupvs  https://t.co/YvaZxj23Ij,netral,
"@CNNIndonesia Oleh karena itu, ia menekankan bahwa vaksinasi Covid-19 ini bukan sekadar untuk kepentingan pribadi, tapi umat manusia di seluruh dunia. Makanya kasi vaksin yg bagus yg mevvah donk jgn yg kaleng2 hahaha Aneh lu yahh cape dehh",neg,
Nakes Yang Tolak Vaksin Covid-19 Diminta Teken Surat Pernyataan  https://t.co/XivtxZj5zj,netral,
"@kopiganja @NodaMembundle Ini pentingnya edukasi sebelum vaksin. Kl tiap orang yg habis di vaksin kaya dia, siap siap aja makin membludak angka covid ",neg,
"KLIKSAMARINDA - Selain Samarinda, wilayah di Kalimantan Timur yang mendapatkan jatah vaksinasi Covid-19 adalah Kabupaten Kutai Kartanegara. Distribusi vial vaksin Covid-19 produksi Sinovac ke dua daerah tersebut berlangsung Selasa, 12 Januari 221.  #Kalt   https://t.co/sJJ0ELUoKB  https://t.co/p0F6ENomF5",netral,
Ivan Gunawan juga memberikan pandangan sederhana terkait pihak-pihak yang berpendapat miring tentang vaksin Covid-19. #IvanGunawan  https://t.co/4CaNJaWYpW,netral,
"@mouldie_sep kemungkinan vaksin ini gk 100% jadi masih ada kemungkinan raffi kena covid,  nah kalo sampai kena padahal dia sudah di vaksin, wah bisa di goreng abis2an nih",neg,
"KLIKSAMARINDA - Program vaksinasi Covid-19 telah dimulai di tingkat nasional, Rabu 13 Januari 2021. Presiden RI, Joko Widodo mengawali penyuntikan vaksin produksi Sinovac ini di Istana Negara.   https://t.co/Sc7EgjKuY6  https://t.co/2vmty1eFfm",pos,
", 13 Jan 2021 20:02 WIB  Raffi Ahmad Ungkap Rasanya Usai Disuntik Vaksin COVID-19, Ini Katanya  https://t.co/frLh8Fupvs  https://t.co/8SVXAum2Xy",netral,
sukseskan vaksinasi cegah covid 19. Ayo Kita Vaksin #VaksinasiMelawanPandemi  https://t.co/hGKznsHjBh,pos,
sukseskan vaksinasi cegah covid 19. Ayo Kita Vaksin #VaksinasiMelawanPandemi  https://t.co/WVxaI7vd5U,pos,
Aceh Besar Terima 5.080 Dosis Vaksin Covid-19  https://t.co/K9slqcnsGl #daerah dan ayo berburu berita lainnya di situs  https://t.co/xeLAFysKe2  https://t.co/Xdg52ZoocR,netral,
"Pak @jokowi @BudiGSadikin @KemenkesRI pemilihan artis/influencer sebagai ""duta vaksin"" sebaiknya hati2 sekali. Kalau Raffi ini akhirnya terkena covid pdhl penyebabnya dr perilakunya yang abai 3M, maka kepercayaan masyarakat thd vaksin akan musnah.",neg,
Masih gak sampe otakku kenapa raffi ahmad dapat jalur cepat vaksin covid,neg,
@FKARIN3 Dia menolak disuntik vaksin covid dan teriak2 di media...,neg,
Vaksin Covid-19 ada yang bentuk tetes ga sih?,netral,
"@kopiganja Anggap aja itu uji coba, apakah vaksin benar melindungi dia dari Covid atau engga.  Kalau 2 minggu setelah nya dia positif, gugur sudah acara vaksinasi di TV...",neg,
AS Sanksi Perusahaan Iran Pembuat Vaksin Covid  https://t.co/OfgPOLaivK,neg,
Vaksin bukan silver bullet lu dari covid.  Vaksin blm efektif kl baru 1x dosis. APALAGI baru bbrp jam disuntikkan. Lalu dengan bodoh sudah abai prokes ni yg begini yg bikin muncul konspirasi baru kl yg bersangkutan pdhl da di vaksin.,neg,
@AyaniMel @triwul82 Jubirbokebefpei sdh di suntik vaksin covid atau blm??,netral,
"Kesan Presiden Jokowi Setelah Divaksin COVID-19 Pertama Kalinya  Presiden menjadi pihak pertama yang menerima suntikan dosis vaksin COVID-19 perdana pada Rabu, 13 Januari 2021,di Istana Merdeka, Jakarta.  Syukur alhamdulillah sudah terlaksana dan vaksinasi berjalan dengan baik.  https://t.co/79dD3PUdER",pos,
Begini Cara Cek Jadi Sasaran Vaksin Covid-19 -  https://t.co/FJ5ViNBFMN  #INDONESIA,netral,
Ini 3 pertimbangan pemerintah memilih Sinovac untuk vaksin Covid-19   https://t.co/cOMmYFU7YL #VaksinCorona,netral,
"Tolak vaksin covid tapi keleyurun terus gak bisa diem dirumah, nongkrong sana sini. Ntar kalo udah positif, koar koar ke pemerintah ini covid kapan selesai nya ",neg,
@kopiganja CMIIW. Vaksin Pfizer aja yang efikasinya 90% ada waktu untuk menjadi kebal. Karena ada berita perawat di Amerika yang terkena covid setelah suntik.   https://t.co/zZ9v1Tugx2,neg,
"@subtanyarl Mentang"" di vaksin jadi terbebas covid inget fi Allah yg ngatur smuanya.",neg,
#Humaniora Belasan ribu dosis vaksin COVID-19 tiba di Batam  https://t.co/xgOSqaaubq,netral,
"ada yang ngomongin bu ribka, ngomongin raffi ahmad, yang pro-kontra vaksin covid, kasus covid di dunia merangkak naik, rumah sakit banyak full dan banyak yang sedang cari donor darah, ada juga pesawat, banjir dan bencana lain dimana2. harusnya kita paham sikap yang musti diambil.",neg,
"flu juga dulu tuh gitu n, pandemic gini jg belom ada vaksin dll. sampe akhirnya bisa kan vaksin di puskesmas sejak u bayi? sangat dianjurkan malah, including poli etc. pretty sure covid will just the same. cooperate la lmao mau cpt kelar ga si gila malu pandemic 1th lebih.",neg,
"Riau Kembali Terima 22.840 Vaksin Covid-19, Mimi: Masih Untuk Tenaga Kesehatan  https://t.co/FsAEradU4B",netral,
"Ntah itu berbayar ataupun gratis, gua cuma berharap vaksin beneran berhasil buat melawan Covid. Mau semahal apapun harganya, tapi kesehatan itu jauh lebih mahal dan penting. Gak enak banget selalu ngerasa khawatir kalo orang rumah ada yg sakit, apalagi ortu udah di usia rentan",pos,
"@anggunfeb_ Iya lah say, kamu spreader covid, gak mungkin dpt vaksin juga, pemerintah ora sudi kasi kmu vaksin",neg,
"Raffi Ahmad did a blunder? Yes, he did.  Lalu apakah Pak Jokowi benar memilih Raffi Ahmad sebagai influencer untk meyakinkan masyarakat tentang vaksin covid? Iya. Itu juga pilihan yg benar.  Konteksnya beda.",neg,
"@msptrab @deka170881 @Jenri70639817 @uusbiasaaja vaksin itu bukan obat ,  yg divaksin ya yang belum kena covid (sebagai pencegahan), bukan yg sakit.",neg,
